No,프로젝트번호,출도부서,과제번호,도면명,출도일자,출도번호,근원부서,원인코드,코드명
50,P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
51,P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
52,P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
53,P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
54,P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
55,P3,D62,DPT4225,DNAME1828,2019-08-02,DPT422520190802,D62,R16,RNAME5
56,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
57,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
58,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
59,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
60,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
61,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
62,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
63,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
64,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
65,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
66,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
67,P3,D62,DPT4720,DNAME1847,2019-08-02,DPT472020190802,D57,R14,RNAME10
68,P3,D73,DPT4746,DNAME1830,2019-08-03,DPT474620190803,D73,R16,RNAME5
69,P3,D73,DPT4746,DNAME1830,2019-08-03,DPT474620190803,D73,R16,RNAME5
70,P3,D73,DPT4746,DNAME1830,2019-08-03,DPT474620190803,D73,R16,RNAME5
71,P3,D73,DPT4717,DNAME1846,2019-08-03,DPT471720190803,D73,R16,RNAME5
72,P3,D73,DPT4717,DNAME1846,2019-08-03,DPT471720190803,D73,R16,RNAME5
73,P3,D73,DPT4717,DNAME1846,2019-08-03,DPT471720190803,D73,R16,RNAME5
74,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
75,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
76,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
77,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
78,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
79,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
80,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
81,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
82,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
83,P3,D62,DPT4723,DNAME1840,2019-08-03,DPT472320190803,D57,R16,RNAME5
84,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
85,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
86,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
87,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
88,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
89,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
90,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
91,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
92,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
93,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
94,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
95,P3,D62,DPT4720,DNAME1847,2019-08-06,DPT472020190806,D73,R5,RNAME8
96,P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
97,P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
98,P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
99,P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
100,P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
101,P3,D62,DPT4725,DNAME1848,2019-08-06,DPT472520190806,D113,R13,RNAME7
102,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
103,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
104,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
105,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
106,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
107,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
108,P3,D62,DPT4721,DNAME1837,2019-08-09,DPT472120190809,D57,R5,RNAME8
109,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
110,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
111,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
112,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
113,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
114,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
115,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
116,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
117,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
118,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
119,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
120,P3,D62,DPT4720,DNAME1847,2019-08-09,DPT472020190809,D57,R2,RNAME9
121,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
122,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
123,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
124,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
125,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
126,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
127,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
128,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
129,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
130,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
131,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
132,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
133,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
134,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
135,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
136,P3,D62,DPT4722,DNAME1839,2019-08-10,DPT472220190810,D57,R2,RNAME9
137,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
138,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
139,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
140,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
141,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
142,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
143,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
144,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
145,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
146,P3,D62,DPT4723,DNAME1840,2019-08-10,DPT472320190810,D57,R1,RNAME20
147,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
148,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
149,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
150,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
151,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
152,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
153,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
154,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
155,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
156,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
157,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
158,P3,D62,DPT4720,DNAME1847,2019-08-12,DPT472020190812,D73,R2,RNAME9
159,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
160,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
161,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
162,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
163,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
164,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
165,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
166,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
167,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
168,P3,D62,DPT4729,DNAME1863,2019-08-19,DPT472920190819,D128,R16,RNAME5
169,P3,D62,DPT4719,DNAME1826,2019-08-25,DPT471920190825,D62,R5,RNAME8
170,P3,D62,DPT4719,DNAME1826,2019-08-25,DPT471920190825,D62,R5,RNAME8
171,P3,D62,DPT4719,DNAME1826,2019-08-25,DPT471920190825,D62,R5,RNAME8
172,P3,D107,DPT4735,DNAME1841,2019-08-26,DPT473520190826,,R13,RNAME7
173,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
174,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
175,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
176,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
177,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
178,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
179,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
180,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
181,P3,D62,DPT4723,DNAME1840,2019-09-02,DPT472320190902,D62,R16,RNAME5
182,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
183,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
184,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
185,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
186,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
187,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
188,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
189,P3,D62,DPT4721,DNAME1837,2019-09-02,DPT472120190902,D128,R3,RNAME4
190,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
191,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
192,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
193,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
194,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
195,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
196,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
197,P3,D62,DPT4721,DNAME1837,2019-09-03,DPT472120190903,D62,R3,RNAME4
198,P3,D107,DPT4732,DNAME1865,2019-09-07,DPT473220190907,,R13,RNAME7
199,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
200,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
201,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
202,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
203,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
204,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
205,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
206,P3,D62,DPT4721,DNAME1837,2019-09-08,DPT472120190908,D128,R1,RNAME20
207,P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
208,P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
209,P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
210,P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
211,P3,D62,DPT4719,DNAME1826,2019-09-15,DPT471920190915,D62,R5,RNAME8
212,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
213,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
214,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
215,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
216,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
217,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
218,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
219,P3,D62,DPT4721,DNAME1837,2019-09-16,DPT472120190916,D57,R5,RNAME8
220,P3,D107,DPT4735,DNAME1841,2019-09-21,DPT473520190921,D113,R13,RNAME7
221,P3,D106,DPT4736,DNAME1857,2019-09-21,DPT473620190921,,R13,RNAME7
222,P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
223,P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
224,P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
225,P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
226,P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
227,P3,D62,DPT4725,DNAME1848,2019-09-24,DPT472520190924,D62,R3,RNAME4
228,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
229,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
230,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
231,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
232,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
233,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
234,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
235,P3,D62,DPT4721,DNAME1837,2019-09-24,DPT472120190924,D62,R1,RNAME20
236,P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
237,P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
238,P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
239,P3,D62,DPT4719,DNAME1826,2019-09-24,DPT471920190924,D62,R1,RNAME20
240,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
241,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
242,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
243,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
244,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
245,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
246,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
247,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
248,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
249,P3,D62,DPT4723,DNAME1840,2019-09-24,DPT472320190924,D128,R16,RNAME5
250,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
251,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
252,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
253,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
254,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
255,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
256,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
257,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
258,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
259,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
260,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
261,P3,D62,DPT4720,DNAME1847,2019-09-27,DPT472020190927,D73,R5,RNAME8
262,P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
263,P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
264,P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
265,P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
266,P3,D84,DPT4601,DNAME1735,2019-09-27,DPT460120190927,D84,R1,RNAME20
267,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
268,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
269,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
270,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
271,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
272,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
273,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
274,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
275,P3,D62,DPT4722,DNAME1839,2019-09-27,DPT472220190927,D128,R3,RNAME4
276,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
277,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
278,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
279,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
280,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
281,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
282,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
283,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
284,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
285,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
286,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
287,P3,D62,DPT4720,DNAME1847,2019-09-28,DPT472020190928,D73,R3,RNAME4
288,P3,D62,DPT4719,DNAME1826,2019-09-28,DPT471920190928,D62,R1,RNAME20
289,P3,D62,DPT4719,DNAME1826,2019-09-28,DPT471920190928,D62,R1,RNAME20
