No,프로젝트번호,출도부서,과제번호,도면명,출도일자,출도번호,근원부서,원인코드,코드명
240,P2,D229,DPT3439,DNAME619,2020-12-03,DPT343920201203,D239,R14,RNAME10
241,P2,D229,DPT3433,DNAME1096,2020-12-03,DPT343320201203,D239,R14,RNAME10
242,P2,D229,DPT3433,DNAME1255,2020-12-03,DPT343320201203,D239,R14,RNAME10
243,P2,D229,DPT3433,DNAME1256,2020-12-03,DPT343320201203,D239,R14,RNAME10
244,P2,D229,DPT3433,DNAME1261,2020-12-03,DPT343320201203,D239,R14,RNAME10
245,P2,D229,DPT3433,DNAME1262,2020-12-03,DPT343320201203,D239,R14,RNAME10
246,P2,D229,DPT3433,DNAME1266,2020-12-03,DPT343320201203,D239,R14,RNAME10
247,P2,D229,DPT3433,DNAME1267,2020-12-03,DPT343320201203,D239,R14,RNAME10
248,P2,D229,DPT3433,DNAME1275,2020-12-03,DPT343320201203,D239,R14,RNAME10
249,P2,D229,DPT3433,DNAME1276,2020-12-03,DPT343320201203,D239,R14,RNAME10
250,P2,D229,DPT3433,DNAME1278,2020-12-03,DPT343320201203,D239,R14,RNAME10
251,P2,D229,DPT3433,DNAME1279,2020-12-03,DPT343320201203,D239,R14,RNAME10
252,P2,D229,DPT3433,DNAME1282,2020-12-03,DPT343320201203,D239,R14,RNAME10
253,P2,D229,DPT3433,DNAME1283,2020-12-03,DPT343320201203,D239,R14,RNAME10
254,P2,D229,DPT3433,DNAME1287,2020-12-03,DPT343320201203,D239,R14,RNAME10
255,P2,D229,DPT3433,DNAME1288,2020-12-03,DPT343320201203,D239,R14,RNAME10
256,P2,D229,DPT3433,DNAME1293,2020-12-03,DPT343320201203,D239,R14,RNAME10
257,P2,D229,DPT3433,DNAME1294,2020-12-03,DPT343320201203,D239,R14,RNAME10
258,P2,D229,DPT3433,DNAME1304,2020-12-03,DPT343320201203,D239,R14,RNAME10
259,P2,D229,DPT3433,DNAME1305,2020-12-03,DPT343320201203,D239,R14,RNAME10
260,P2,D229,DPT3433,DNAME1307,2020-12-03,DPT343320201203,D239,R14,RNAME10
261,P2,D229,DPT3433,DNAME1308,2020-12-03,DPT343320201203,D239,R14,RNAME10
262,P2,D229,DPT3438,DNAME791,2020-12-03,DPT343820201203,D239,R14,RNAME10
263,P2,D229,DPT3439,DNAME791,2020-12-03,DPT343920201203,D239,R14,RNAME10
264,P2,D229,DPT3440,DNAME791,2020-12-03,DPT344020201203,D239,R14,RNAME10
265,P2,D229,DPT3439,DNAME1146,2020-12-03,DPT343920201203,D239,R14,RNAME10
266,P2,D229,DPT3441,DNAME1146,2020-12-03,DPT344120201203,D239,R14,RNAME10
267,P2,D229,DPT3449,DNAME1146,2020-12-03,DPT344920201203,D239,R14,RNAME10
268,P2,D229,DPT3439,DNAME1148,2020-12-03,DPT343920201203,D239,R14,RNAME10
269,P2,D229,DPT3441,DNAME1148,2020-12-03,DPT344120201203,D239,R14,RNAME10
270,P2,D229,DPT3449,DNAME1148,2020-12-03,DPT344920201203,D239,R14,RNAME10
271,P2,D229,DPT3453,DNAME753,2020-12-03,DPT345320201203,D239,R14,RNAME10
272,P2,D229,DPT3453,DNAME826,2020-12-03,DPT345320201203,D239,R14,RNAME10
273,P2,D229,DPT3453,DNAME831,2020-12-03,DPT345320201203,D239,R14,RNAME10
274,P2,D229,DPT3456,DNAME778,2020-12-03,DPT345620201203,D239,R14,RNAME10
275,P2,D229,DPT3457,DNAME778,2020-12-03,DPT345720201203,D239,R14,RNAME10
276,P2,D229,DPT3458,DNAME778,2020-12-03,DPT345820201203,D239,R14,RNAME10
277,P2,D103,DPT3370,DNAME1138,2020-12-04,DPT337020201204,D344,R2,RNAME9
278,P2,D103,DPT3371,DNAME1141,2020-12-04,DPT337120201204,D344,R2,RNAME9
279,P2,D339,DPT1898,DNAME1092,2020-12-04,DPT189820201204,D344,R2,RNAME9
280,P2,D339,DPT1899,DNAME1092,2020-12-04,DPT189920201204,D344,R2,RNAME9
281,P2,D229,DPT3459,DNAME791,2020-12-04,DPT345920201204,D239,R14,RNAME10
282,P2,D25,DPT1937,DNAME1158,2020-12-04,DPT193720201204,,R7,RNAME12
283,P2,D25,DPT1938,DNAME1159,2020-12-04,DPT193820201204,,R7,RNAME12
284,P2,D326,DPT4120,DNAME871,2020-12-07,DPT412020201207,,R14,RNAME10
285,P2,D326,DPT4120,DNAME871,2020-12-07,DPT412020201207,,R14,RNAME10
286,P2,D326,DPT4120,DNAME881,2020-12-07,DPT412020201207,,R14,RNAME10
287,P2,D326,DPT4120,DNAME881,2020-12-07,DPT412020201207,,R14,RNAME10
288,P2,D326,DPT4120,DNAME889,2020-12-07,DPT412020201207,,R14,RNAME10
289,P2,D326,DPT4120,DNAME889,2020-12-07,DPT412020201207,,R14,RNAME10
290,P2,D326,DPT4120,DNAME901,2020-12-07,DPT412020201207,,R14,RNAME10
291,P2,D326,DPT4120,DNAME901,2020-12-07,DPT412020201207,,R14,RNAME10
292,P2,D326,DPT4120,DNAME904,2020-12-07,DPT412020201207,,R14,RNAME10
293,P2,D326,DPT4120,DNAME904,2020-12-07,DPT412020201207,,R14,RNAME10
294,P2,D346,DPT3700,DNAME879,2020-12-09,DPT370020201209,,R2,RNAME9
295,P2,D346,DPT3736,DNAME879,2020-12-09,DPT373620201209,,R2,RNAME9
296,P2,D346,DPT3702,DNAME885,2020-12-09,DPT370220201209,,R2,RNAME9
297,P2,D346,DPT3736,DNAME908,2020-12-09,DPT373620201209,,R2,RNAME9
